name,response,prompt
Tony," How do I spell your name, Natalie?"," What, like, the Tae Bo? Booty Boot Camp? Crunch? Something like that? "
Tony," I thought I was ogling her.  Wow. Very, very impressive individual."," What, are you gonna google her now?"
Tony," She’s fluent in French, Italian, Russian, Latin. Who speaks Latin?"," You’re so predictable, you know that?"
Tony, No one speaks Latin, No one speaks Latin.
Tony, Did you model in Tokyo? ‘Cause she modelled in Tokyo.," It’s a dead language. You can read Latin or you can write Latin, but you can’t speak Latin."
Tony, I need her. She’s got everything that I need. , Well…
Tony, That’s what I’m talking about.," Oh, my God! Happy."
Tony, You did?, I just slipped.
Tony, Looks like a TKO to me. ,  Yeah.
Tony," You have a quiet reserve. I don’t know, you have an old soul.", Just… I need your impression.
Tony, Right., I meant your fingerprint.
Tony, Great. Just wrapping up here. Hey. You’re the boss.," So, how are we doing?"
Tony, No.," Will that be all, Mr Stark?"
Tony, I want one.," Yes, that will be all, Ms Rushman. Thank you very much. "
Tony," You know, it’s Europe. Whatever happens the next 20 minutes, just go with it.", No.
Tony, Hey., Mr Stark?
Tony," It was excellent. Boy, it’s nice to see you.", Hello. How was your flight?
Tony, What? You made me do it., When did this happen?
Tony," You quit. Smile. Look, right there. Stop acting constipated. Don’t flare your nostrils.", I made you do what?
Tony, That’s the amazing thing., You are so predictable.
Tony, You look fantastic., Right this way.
Tony, But that’s unprofessional. What’s on the docket?," Why, thank you very much."
Tony, Perfect. I’ll be there at 11:00., You have a 9:30 dinner.
Tony, Is this us?, Absolutely.
Tony, Great. Make it us., It can be.
Tony," Elon, how’s it going. Those Merlin engines are fantastic.", Thank you very much.
Tony, You do?," Thank you. Yeah, I’ve got an idea for an electric jet."
Tony, Then we’ll make it work.  You want a massage?, Yeah.
Tony, I’ll have Natalie make an…," Oh, God. No. I don’t want a massage."
Tony," Don’t want you tense. By the way, I didn’t mean to spring this on you.", I don’t want Natalie to do…
Tony, Green is not your best colour. , Thank you very much.
Tony,  My least favourite person on Earth., Anthony. Is that you?
Tony, Justin Hammer.," Hey, pal."
Tony," Yes, roughly.", Yes.
Tony, And she wrote a story as well.," Right. Well, she did quite a spread on Tony last year."
Tony, That was good., It was very impressive.
Tony, Don’t leave me., I’m gonna go wash.
Tony, I’m all right.," Hey, buddy. How you doing?"
Tony," Please, this is tough.", Looking gorgeous.
Tony," God, that’s so awful.", …that you guys have seen each other?
Tony, Since he got his contract revoked…," Listen, is it the first time you’ve seen each other since the Senate?"
Tony, …when you were attempting to…That’s not what I heard. What’s the difference between “hold and “cancelled”? The truth?," Actually, it’s on hold."
Tony," Well, if you invent something that works, I’ll make sure I get you a slot."," No. The truth is… Why don’t we put that away? The truth is, I’m actually hoping to present something at your Expo."
Tony, Yes?, Mr Stark?
Tony," Hammer needs a slot, Christine."," I actually have a slot this year. Yes, I do."
Tony,  Got any other bad ideas?," We kid, yeah. We kid. We’re kidders."
Tony, …and owning a race car…, …is a healthy…
Tony, …if you don’t drive it?, …competition.
Tony, Are you okay?, Car!
Tony, Were you heading from me or him?, Yeah.
Tony, ‘Cause I can’t tell!, I was trying to scare him.
Tony, Better security., Are you out of your mind?
Tony, I was attacked. We need better security., Get in the car right now!
Tony," You’re CEO. Better security measures. God, it’s embarrassing.  First vacation in two years. ", Get in the car.
Tony, Hit him again. Hit him again. Football., I got him!
Tony, Give him the case!, Take the case! Take it!
Tony, Calm down., Stop banging the car! 
Tony, Give me the case! Please! Come on! , God. God.
Tony," Pretty decent tech. Cycles per second were a little low. You could have doubled up your rotations. You focused the repulsor energy through ionised plasma channels. It’s effective. Not very efficient. But it’s a passable knock-off. I don’t get it. A little fine tuning you could have made a solid pay check. You could have sold it to North Korea, China, Iran, or gone onto the black market. You look like you got friends in low places.",] Five minutes.)
Tony," Speaking of thieves, where did you get this design?"," You come from a family of thieves and butchers. And now, like all guilty men, you try to rewrite your own history. And you forget all the lives the Stark family has destroyed."
Tony," Well, I never heard of him.", My father. Anton Vanko.
Tony," The reason I’m alive is ‘cause you had a shot, you took it, you missed.", My father is the reason you’re alive.
Tony, Where will you be watching the world consume me from? That’s right. A prison cell. I’ll send you a bar of soap. ," Did I? If you can make God bleed, the people will cease to believe in him. And there will be blood in the water. And the sharks will come. The truth, all I have to do is sit here and watch as the world will consume you."
Tony, Mute. He should be giving me a medal. That’s the truth.," It’s just unbelievable. It proves that the genie is out of the bottle and this man has no idea what he’s doing. He thinks of the Iron Man weapon as a toy. I was at a hearing where Mr Stark, in fact, was adamant that these suits can’t exist anywhere else, don’t exist anywhere else, never will exist anywhere else, at least for five to ten years, and here we are in Monaco realising, “These suits exist now.”"
Tony, This is your in-flight meal., What is that?
Tony, Yeah. Where do you think I’ve been for three hours?, Did you just make that?
Tony," I don’t want to go home. At all. Let’s cancel my birthday party and… We’re in Europe. Let’s go to Venice, Cipriani. Remember?"," Tony, what are you not telling me?"
Tony, It’s a great place to be healthy.," Oh, yes."
Tony," Yeah, but maybe that’s why it’s the best time. ‘Cause then we can…", I don’t think this is the right time. We’re in kind of a mess.
Tony," As CEO, you are entitled to a leave."," Well, I think as the CEO I need to show up."
Tony, A company retreat., A leave?
Tony," Just a ride. Well, I’m just saying, to recharge our batteries and figure it all out.", A retreat? During a time like this?
Tony, Let’s go. ," Tony, you gotta get upstairs and get on top of this situation right now. Listen. I’ve been on the phone with the National Guard all day, trying to talk them out of rolling tanks up the PCH, knocking down your front door and taking these. They’re gonna take your suits, Tony, okay? They’re sick of the games. You said nobody else would possess this technology for 20 years. Well, guess what? Somebody else had it yesterday. It’s not theoretical anymore. Are you listening to me? Are you okay?"
Tony," Yeah, I should get to my desk.  See that cigar box?"," Hey, man. Hey, hey! You all right?"
Tony, It’s palladium., Yeah.
Tony," If you must know, it’s neutron damage. It’s from the reactor wall.",  Is that supposed to be smoking?
Tony, Road rash. Thank you.  What are you looking at?, You had this in your body? And how about the high-tech crossword puzzle on your neck?
Tony," You know, I wish I could believe that. I really do. But you’ve gotta trust me. Contrary to popular belief, I know exactly what I’m doing.", I’m looking at you. You wanna do this whole lone gunslinger act and it’s unnecessary. You don’t have to do this alone.
Tony, I’ll give them a look. I should cancel the party.," Do you know which watch you’d like to wear tonight, Mr Stark?"
Tony, Yeah. ‘Cause it’s…, Probably.
Tony," Right, sends the wrong message.", Ill-timed.
Tony," Gold face, brown hand. The Jaeger. I’ll give that a look. Bring them over.  I’ll take that. Why don’t you…  I gotta say it. It’s hard to get a read on you. Where are you from?", Inappropriate.  Is that dirty enough for you?
Tony," Can I ask you a question, hypothetically? Bit odd. If this was your last birthday party you were ever gonna have, how would you celebrate it?", Legal.
Tony,"  You know, the question I get asked most often is, “Tony, how do you go to the bathroom in the suit?” Just like that. ", Handle it. Or I’m gonna have to.
Tony, I love you., Does this guy know how to throw a party or what?
Tony," No, no, no, we can’t … Wait, wait, wait. We didn’t have the cake. We didn’t blow out the candles."," Unbelievable! Thank you so much. Tony, we all thank you so much for such a wonderful night. And we’re gonna say good night now, and thank you all for coming."
Tony, You’re out of control gorgeous.," You’re out of control, okay? Trust me on this, okay?"
Tony, Give me another smooch, It’s time to go to bed. It’s time.
Tony," Come on, you know you want to.", You’re not going to be happy about this.
Tony, I know. It has a filtration system., You just peed in the suit.
Tony, You could drink that water., It’s not sexy.
Tony, If you say so.," Just send everybody home, okay? It’s time to…"
Tony," Pepper Potts. She’s right. The party’s over. Then again, the party was over for me, like, an hour and a half ago. The after-party starts in 15 minutes. And if anybody, Pepper, doesn’t like it, there’s the door.  Yeah!  Hit!  Pull!  I think she wants the Gallagher!"," Okay. I’ll take this, you take that "
Tony,  Goldstein.,  I’m only gonna say this once. Get out.  You don’t deserve to wear one of these. Shut it down!
Tony, Give me a phat beat to beat my buddy’s ass to. ," Yes, Mr Stark?"
Tony," Now, put that thing back where you found it before someone gets hurt.  Really?  Sorry, pal, but Iron Man doesn’t have a sidekick.",  I told you to shut it down. 
Tony, You want it? Take it! , Pepper!  Get out of here. Get out of here now. 
Tony, You think you got what it takes to wear that suit?, Put you hand down.
Tony," You wanna be the War Machine, take your shot."," We don’t have to do this, Tony."
Tony, You gonna take a shot?, Put it down!
Tony, No!, Put it down!
Tony, Take it! , Drop it Tony!
Tony,  I told you I don’t wanna join your super-secret boy band., Sir! I’m gonna have to ask you to exit the doughnut.
Tony, It’s… It’s… It’s… I’m sorry. I don’t wanna get off on the wrong foot. Do I look at the patch or the eye? Honestly I’m a bit hung over. I’m not sure if you’re real of if I’m having…," No, no, no. See, I remember, you do everything yourself. How’s that working out for you?"
Tony, Just my luck. Where’s the staff here?, I am very real. I’m the realest person you’re ever gonna meet.
Tony, I’ve been worse. , That’s not looking so good.
Tony,  You’re fired., We’ve secured the perimeter but I don’t think we should hold it for too much longer.
Tony, Hi.," Tony, I want you to meet Agent Romanoff."
Tony, I suggest you apologise.," I’m a SHIELD shadow. Once we knew you were ill, I was tasked to you by Director Fury."
Tony, You don’t know better. I didn’t give it to him. He took it.," You’ve been very busy. You made your girl your CEO, you’re giving away all your stuff. You let your friend fly away with your suit. Now, if I didn’t know better…"
Tony, What do you want from me?," Well, according to Mr Stark’s database security guidelines, there are redundancies to prevent unauthorised usage."
Tony," Oh, God, are gonna steal my kidney and sell it?  Could you please not do anything awful for five seconds? What did she just do to me?"," What do we want from you? What do you want from me?  You have become a problem, a problem I have to deal with. Contrary to your belief, you are not the centre of my universe. I have bigger problems than you in the southwest region to deal with.  Hit him."
Tony, Give me a couple of boxes of that. I’ll be right as rain., What did we just do for you? That’s lithium dioxide. It’s gonna take the edge off. We’re trying to get you back to work.
Tony," Trust me, I know. I’m good at this stuff. I’ve been looking for a suitable replacement for palladium. I’ve tried every combination, every permutation of every known element.", Doesn’t look like it’s gonna be an easy fix.
Tony," No, it was finished. It has never been particularly effective until I miniaturised it and put it in my…", That thing in your chest is based on unfinished technology.
Tony," Just him, or Anton Vanko in on this too?"," No. Howard said the arc reactor was the stepping stone to something greater. He was about to kick off an energy race that was gonna dwarf the arms race. He was on to something big, something so big that it was gonna make the nuclear reactor look like a triple-A battery."
Tony, You told me I hadn’t tried everything. What do you mean I haven’t tried everything? What haven’t I tried?," Anton Vanko is the other side of that coin. Anton saw it as a way to get rich. When your father found out, he had him deported. When the Russians found out he couldn’t deliver they shipped his ass off to Siberia and he spent the next 20 years in a vodka-fuelled rage. Not quite the environment you want to raise a kid in, the son you had the misfortune of crossing paths with in Monaco."
Tony, He said that?, He said that you were the only person with the means and knowledge to finish what he started.
Tony," I don’t know where you get your information, but he wasn’t my biggest fan."," Are you that guy? Are you? ‘Cause if you are, then you can solve the riddle of your heart."
Tony," He was cold, he was calculating. He never told me he loved me. He never even told me he liked me, so it’s a little tough for me to digest when you’re telling me he said the whole future was riding on me and he’s passing it down. I don’t get that. You’re talking about a guy who’s happiest day was when he shipped me off to boarding school.", What do you remember about your dad?
Tony," Well, then, clearly you knew my dad better than I did.", That’s not true.
Tony, What?," As a matter of fact, I did. He was one of the founding members of SHIELD."
Tony," Wait, wait, wait, wait. What’s this?", I got a two o’clock
Tony," No, I’m not good."," Okay, you’re good, right?"
Tony, Got what? I don’t even know what I’m supposed to get., You got this? Right? Right?
Tony, Yeah.," Natasha will remain a floater at Stark with her cover intact. You remember Agent Coulson, right?"
Tony,"  Please. First thing, I need a little bodywork. I’ll put in a little time at the lab. If we could send one of your goon squad down to The Coffee Bean, Cross Creek, for a Starbucks run, or something like that, that’d be nice."," And Tony, remember, I got my eye on you. "
Tony," I think I got it, yeah."," I’m not here for that. I’ve been authorised by Director Fury to use any means necessary to keep you on premises. If you attempt to leave or play any games, I will tase you and watch Supernanny while you drool into the carpet. Okay?"
Tony, I don’t have any dough. Here. , $6. Six.
Tony," No, it’s fine. Take that. It’s fine"," No, sir, that’s too much."
Tony," Take it. Take it. I don’t like people handing me things. If you just drop that there, that’d be great."," No, señor."
Tony, Sometimes., Are you Iron Man?
Tony, Relax., Miss Potts?
Tony, Is here., Mr Stark…
Tony, I don’t. It’s fine. I’ll just be a second., He refuses…
Tony, Mute., Miss Potts has done nothing to manage this terrible…
Tony,  I’ll get this stuff out of here.," No… Burt… Burt… Burt, listen to me. Don’t tell me that we have the best patent lawyers in the country and then not let me pursue this."
Tony,  Will I?," Well, then, tell the President to sign an order. We’ll talk about it at the Expo.  Hammer’s giving some presentation tomorrow evening. Will Tony be there?"
Tony, I would like to be. Got a minute?," No, he will not. Bye."
Tony," Come on, you just got off the phone. You’re fine. 30 seconds.", No.
Tony," I was just driving over here, and I thought I was coming to basically apologise, but I’m not.", Twenty-nine Twenty-eight.
Tony," Look, that goes without saying, and I’m working on that. But I haven’t been entirely upfront with you, and I just want to try to make good. Can I move this? This is crazy. It’s like a Ferris wheel, going. I’m trying to get some…", You didn’t come here to apologise?
Tony," Do you know how short life is? And if I never got to express… And by the way, this is somewhat revelatory to me. And I don’t care… I mean, I care. It would be nice. I’m not expecting you to… Look, here’s what I’m trying to say. I’m just gonna say it.", No.
Tony, Yes.," Let me stop you right here, okay? Because if you say “I” one more time, I’m gonna actually hurl something at your head, I think. I am trying to run a company. Do you have any idea what that entails?"
Tony, Allergic to strawberries. This is progress Pepper. I knew there was a correlation between you and this.," People are relying on you to be Iron Man and you’ve disappeared, and all I’m doing is putting out your fires and taking the heat of it. I am trying to do the job that you were meant to do. Did you bring me strawberries? Did you know that there’s only one thing on Earth that I’m allergic to?"
Tony, I need you too., I need you…
Tony, That’s what I’m trying to…, …to leave now
Tony," I’m good, Hap."," Anything else, boss?"
Tony," I lost both the kids in the divorce.  Are you blending in well here, Natalie? Here are Stark Enterprises? Your name is Natalie, isn’t it? I thought you two didn’t get along?"," No, I’ll be just another minute."
Tony, It’s just me you don’t care for. No? Nothing?, No. That’s not so.
Tony," Boy, you’re good. You are mind-blowingly duplicitous. How do you do it? You just tear things… You’re a triple imposter. I’ve never seen anything like you. Is there anything real about you? Do you even speak Latin?", Absolutely.  I’m surprised you can keep your mouth shut.
Tony, Which means? Wait. What? What did you just say?, 
Tony, You’re good. Piles things up under desk spinny thing and throws strawberries in the bin. Goes back to the model and looks at it through one eye., It means you can either drive yourself home or I can have you collected. 
Tony," Jarvis, could you kindly Vac-U-Form a digital wire frame? I need a manipulatable projection.",<<NO PROMPT>>
Tony,  How many buildings are there?," 1974 Stark Expo model scan complete, sir."
Tony, That was rhetorical. Just show me.  What does that look like to you Jarvis? Not unlike an atom. In which case the nucleus would be here. Highlight the unisphere. Lose the footpaths. Get rid of them., Am I to include the Belgium waffle stands?
Tony," I’m discovering… Correction. I’m rediscovering a new element, I believe. Lose the landscaping, the shrubbery, the trees.  Parking lots, exits, entrances. Structure the protons and the neutrons using the pavilions as a framework. Dad.  Dead for almost 20 years, and still taking me to school. "," What is it you’re trying to achieve, sir?"
Tony, Thank Dad., The proposed element should serve as a viable replacement for palladium.
Tony," Get ready for a major remodel, fellas. We’re back in hardware mode."," Unfortunately, it is impossible to synthesise."
Tony," Yeah. That was, like, three years ago. Where have you been?", I heard you broke the perimeter.
Tony," Yeah, well, me too and it worked. Hey, I’m playing for the home team Coulson, you and all your Fabulous Furry Freak Brothers. Now, are you gonna let me work or break my balls?", I was doing some stuff.
Tony, That’s it. Bring that to me.,  What’s this doing here?
Tony,"  It’s exactly what I need to make this work. Lift the coil. Go, go. Put your knees into it. There you go. And… Drop it. Drop it.  Perfectly level. I’m busy. What do you want?", You know what this is?
Tony, Fantastic. Land of Enchantment., Nothing. Goodbye. I’ve been reassigned. Director Fury wants me in New Mexico.
Tony, Secret stuff?, So I’m told.
Tony, Bye. Thanks. , Something like that. Good luck.
Tony," Yeah, more than you know.", We need you.
Tony, That was easy. , Initialising prismatic accelerator.  Approaching maximum power. 
Tony," Dummy, You, can we clean up this mess? You’re killing me. You know I don’t…"," I don’t know if you know this, but I don’t speak Russian! I’m gonna leave now. I’m gonna go to the Expo. Maybe I’ll even get laid. You see these guys? They’re your babysitters. They are not to be trifled with. When I get back, we’re gonna renegotiate the terms of our agreement. And you’re gonna make good on our arrangement because if you don’t, you’re gonna be exactly what you were when I found you, a dead man. You got that? Maybe you can watch me on TV. "
Tony, My phone privilege is reinstated. Lovely. Coulson. How’s the Land of Enchantment?, Incoming call with a blocked number sir.
Tony, You what?," Hey, Tony, how you doing? I double cycle."
Tony, You sound pretty sprightly for a dead guy., You told me double cycle’s more power. Good advice.
Tony,  Trace him., You too.
Tony," Jarvis, where is he?"," Now, the true history of Stark name will be written."
Tony, Sounds good. Let’s get together and hash it out.," What your father did to my family over 40 years, I will do to you in 40 minutes."
Tony," You want to run some tests, run them. And assemble the suit while you’re at it. Put it together now.", Sir
Tony," I don’t want to hear it Jarvis.  That tastes like coconut. And metal. Oh wow, yeah!", We are unclear as to the effects.
Tony, We got trouble.," For America and its allies, Hammer Industries is reporting for… "
Tony, Give them a wave.," Tony, there are civilians present. I’m here on orders. Let’s not do this right now."
Tony, All these people are in danger. We gotta get them out of here. You gotta trust me for the next five minutes.," Hey, all right. Yeah."
Tony," Listen, I think he’s working with Vanko."," Yeah, I tried that. I got tossed around your house, remember?"
Tony, What is he?, Yeah. 
Tony, Where’s Vanko?, What?
Tony, Tell me., Who?
Tony,  Is that you?," Whoa, whoa, whoa."
Tony,  Let’s take it outside. ," No, I’m not doing that. That’s not me. I can’t move. I’m locked up. I’m locked up!  Get out of here. Go! This whole system’s been compromised."
Tony," Jarvis, break in. I need to own him."," No, no!"
Tony, On what?," Tony, Tony, I’m locked on. I have target lock."
Tony, How are we doing Jarvis?, Okay. Right away. Right away.  Step aside. Step aside.  Tell me everything you know. Go.
Tony, Nice work kid. ," No, I’m driving. Get in the car."
Tony, Let’s get this away from the Expo., You got multiples coming in on you.
Tony, Got it.," Listen, listen. A pack just peeled off. They’re headed back to the Expo."
Tony," Rhodey, you still locked on?", I got him! Sees what Natasha has done
Tony, Drop your socks and grab your Crocs. We’re about to get wet on this ride., Yeah.
Tony, I’m sorry buddy. Had to thin out the herd. What’s your 20?, He’s gone.
Tony," Thank you very much, Agent Romanoff.", Reboot complete  You got your best friend back.
Tony," Yes, for the moment, I’m not dying. Thank you.", Well done on the new chest piece. I am reading significant higher output and your vitals all look promising.
Tony," Is that you? No, I’m not. Not anymore. ",  What do you mean you’re not dying? Did you just say you’re dying?
Tony, I was going to tell you. I didn’t want to alarm you., What’s going on?
Tony, You didn’t let me., You were gonna tell me? You really were dying?
Tony, I was gonna make you an omelette and tell you., Why didn’t you tell me that?
Tony, Great. Pepper?," Hey, hey. Save it for the honeymoon. You got incoming Tony. Looks like the fight’s coming to you."
Tony, I am fine. Don’t be mad. I will formally apologise…, Are you okay now?
Tony, …when I’m not fending off a Hammeroid attack., I am mad!
Tony, We could have been in Venice., Fine.
Tony," Rhodes? Snap out of it buddy. I need you. They’re coming. Come on, let’s roll. Get up.", Oh please.
Tony,  You okay?,"  Oh, man. You can have your suit back."
Tony, Don’t be.," Yeah, thanks. Tony, look, I’m sorry, okay?"
Tony, I’m the one who put you in this position. Forget it., No. I should have trusted you more.
Tony," Thank you. That’s all I wanted to hear. Partner. They’re coming in hot, any second. What’s the play?", No. It’s your fault. I just wanted to say I’m sorry.
Tony, Got you. Where do you want to be?," Well, we want to take the high ground, okay? So let’s put the biggest gun up on that ridge."
Tony, What’re you talking about?, Where are you going?
Tony, You have a big gun. You are not the big gun., I meant me.
Tony, No. It’s subtle all the bells and whistles.," Tony, don’t be jealous."
Tony, Fine. All right. You go up to. I’ll draw them in., Yeah. It’s called being a badass.
Tony," Okay, you got a spot. Where’s mine?", Don’t stay down here. This is the worst place to be.
Tony, See that?," It’s the kill box, Tony. Okay This is where you go to die. "
Tony, Rhodey? Get down. ," Yeah, yeah. Nice."
Tony, Yeah. Sorry boss. I can only use it one. It’s a one-off., Wow. I think you should lead with that next time.
Tony, With the what?  Hammer tech?, This ain’t gonna be good.  I got something special for this guy. I’m gonna bust his bunker with the Ex-Wife.
Tony, I got this.  Rhodes. I got an idea. You want to be a hero?, Yeah.
Tony, I could really use a sidekick. Put your hand up., What?
Tony, Yep., This is your idea?
Tony, Take it! ," I’m ready. I’m ready. Go, go, go!"
Tony, Pepper? , All these drones are rigged to blow. We gotta get out of here man.
Tony, You can’t?, Oh my God. I can’t take this anymore.
Tony, Look at me., I can’t take this.
Tony, I think I did okay. ," My body, literally, cannot handle the stress. I never know if you’re gonna kill yourself or wreak the whole company."
Tony," What did you just say? You’re done? That’s surprising. No, it’s not surprising. I get it. You don’t have to make excuses.", I quit. I’m resigning. That’s it.
Tony, You actually were just making excuses. But you don’t have to., I’m… I’m… I’m not making any excuses.
Tony," Listen. Hey, hey. You deserve better."," No, I wasn’t making an excuse. I’m actually very justified."
Tony," You’ve taken such good care of me. I’ve been in a tough spot, but you got me through it, so… Right?", Well…
Tony, Yeah., Thank you.
Tony," Yeah, yeah. Let’s talk clean-up.", Thank you for understanding.
Tony, Okay. What about the press? Because you only had the job for a week. That’s gonna seem…, I’ll handle the transition. It’ll be smooth.
Tony, I know.," Well, with you it’s like dog years."
Tony, Weird.," I mean, it’s like the Presidency. "
Tony," It’s okay, right?"," No, it’s not weird."
Tony, Run that by me again. , Yeah.
Tony," Yeah, so we’re not…"," I had just quit, actually."
Tony, You should get lost., You don’t have to do that. I heard the whole thing.
Tony, I thought you were out of one-liners., I was here first. Get a roof.
Tony," You kicked ass back there, by the way.", That’s the last one.
Tony, Not okay. Not okay with that.," Thank you. You too. Listen, my car got taken out in the explosion, so I’m gonna have to hang on to your suit for a minute, okay?"
Tony, How are you gonna resign if I don’t accept?, It wasn’t a question. 
Tony," “Personality overview. Mr Stark displays compulsive behaviour.” In my own defence, that was last week. “Prone to self-destructive tendencies.” I was dying. I mean, please. Aren’t we all? “Textbook narcissism”? Agreed. Okay, here it is. “Recruitment assessment for Avenger Initiative. Iron Man? Yes.” I gotta think about it."," I don’t think I want you looking at that. I’m not sure it pertains to you anymore. Now this on the other hand, is Agent Romanoff’s assessment of you. Read it. "
Tony, “Tony not… Not recommended”? That doesn’t make any sense. How can you approve me but not approve me? I got a new ticker. I’m trying to do right by Pepper. I’m in a stable-ish relationship. , Read on.
Tony,"  You can’t afford me.  Then again, I will waive my customary retainer in exchange for a small favour. Rhodey and I are being honoured in Washington and we need a presenter.", Which leads us to believe at this juncture we’d only like to use you as a consultant. 
Tony," Hey, do you want...?", (to Maya.) Half hour till the ball drops.
Tony, I gave a speech? How was it?," I got you, pal."
Tony, Really?, Unintelligible.
Tony," It's my favorite kind, a winning combo.", Mmm-hmm.
Tony," Uh, to town on each other, probably back in your room. Cause I also wanna see your research.", Where are we going?
Tony," Oh, I finally met a man called ""Ho.""", Mr. Stark
Tony,"  Oh, this guy."," I would like to introduce you to our guest, Dr. Wu."
Tony," Hey. (Dr. Wu greets Tony in mandarin as they shake hands.) You're a heart doctor. She's going to need a cardiologist after I... (Tony turns, starts blowing on his party horn & walks away with Maya.)", Mr. Stark.
Tony, Who isn't? He means me., My work?
Tony," Oh, wow. He made it. He made the cut."," Yeah, we're full."
Tony, Uh... she'll take both.," Oh, now, that is an appropriate question. The ground floor, actually. I've got a proposal I'm putting together with myself. It's a privately-funded think tank called, Advanced Idea Mechanics. "
Tony, One to throw away and one to not call., Okay. 
Tony," I see that, cause it's on your t-shirt."," Advanced Idea Mechanics, or AIM for short. (Points to the logo on his shirt) Do you get it?"
Tony," (to the party of women in the elevator; referring to Hogan as they walk out) Ladies, follow the mullet.(To Maya) Ladies first.", Aw!
Tony, I'm titillated by the notion of working with you.," (to Aldrich as she walks out of the elevator) Thank you, I'll call you."
Tony," Yeah, cheese clown. I'll see you up on the roof in five minutes.  I'm just going to try to get my beef wet real quick. You know what I'm talkin' about?", Yeah?
Tony, Damn betcha., I'll see you up there.
Tony, Come on! I thought that was just a theory.,<<NO PROMPT>>
Tony, Wow.," Well, it was. If I'm right, we can access the area of the brain that governs repair..."
Tony, That's incredible. Essentially you're hacking into the genetic..., ...And chemically recode it.
Tony, ...of a..., ...Genetic operating system...
Tony, ...living organism., Exactly.
Tony, Wow., Yes.
Tony, She's not like the others.​​​​​​ (to Maya) Come on. Let's go in the bedroom. Happy..., Can you not touch my plant? It's not...she doesn't like it. She prefers...
Tony, Leave her ficus alone.," That's cute, but..."
Tony, And you're starting with plants?,"  Because... and, no, seriously don't. "
Tony, Huh.," For now, yeah."
Tony, It's revolutionary., Dendritic revitalization.
Tony, Changes the world., Disease prevention...
Tony, You're the most gifted woman I've ever met., ...even limb regrowth.
Tony, In Switzerland., Wow.
Tony, This week.," Hmm, that's better. Aw, you're seeing things."
Tony," You almost bought it, didn't you?",<<NO PROMPT>>
Tony, Have you checked the telomerase algorithm?," This is what I'm talking about, the glitch."
Tony, We're good.," Down! Stay down! Stay down, boss."
Tony, You're...you're right on me. I made it. (Happy gets up) What the hell was that?, Stay down.
Tony, She was just talking about it. Glitches happening., It's a glitch in my work. It's...
Tony, Hey!, No.
Tony, Happy New Year., Happy New Year.
Tony," Alright, I'll see you in the morning, goodnight.", Happy New Year.
Tony, Yep., You good?
Tony, Okay., I'll be right outside.
Tony,"  So why am I telling you this? Because I had just created demons, and I didn't even know it.",<<NO PROMPT>>
Tony,"  Yeah, those were the good times. Then I moved on. After a brief soiree in an Afghan cave, I said goodbye to the party scene. Forgot that night in Switzerland. These days I'm a changed man, I'm different now. I'm well... you know who I am.",<<NO PROMPT>>
Tony, Ow!,<<NO PROMPT>>
Tony, No. Forty-eight.  Ah! Micro-repeater implanting sequence complete.," Sir, please may I request just a few hours to calibrate..."
Tony," Which I will. Right, let's do this."," As you wish, sir. I've also prepared a safety briefing for you to entirely ignore."
Tony," Dummy. Hi, Dummy. How did you get that cap on your head? You earned it.",<<NO PROMPT>>
Tony," Hey. Hey! What are you doing round in the corner? You know what you did. Blood on my mat, handle it.",<<NO PROMPT>>
Tony," Focus up, ladies. Good evening, and welcome to the birthing suite. I'm pleased to announce the imminent arrival of your bouncing, bad-ass, baby brother."," Sir, may I remind you that you've been awake for nearly seventy-two hours."
Tony," Start tight and go wide, stamp in time. Mark 42 autonomous prehensile propulsion suit test. Initialize sequence.",<<NO PROMPT>>
Tony," Jarvis, drop my needle.",<<NO PROMPT>>
Tony, Crap.,<<NO PROMPT>>
Tony," Alright, I think we got this. Send 'em all.",<<NO PROMPT>>
Tony," Probably a little fast, slow it down. Slow it down just a...",<<NO PROMPT>>
Tony, ...little bit.,<<NO PROMPT>>
Tony," Cool it, will you, Jarvis?",<<NO PROMPT>>
Tony, Come on. I ain't scared of you.,<<NO PROMPT>>
Tony, I'm the best.,<<NO PROMPT>>
Tony,  And I guess seventy-two hours isn't a long time between siesta's. Didn't think it could get any worse. Then I had to go and turn on the TV.," As always, sir, a great pleasure watching you work."
Tony,  That's when he happened.,<<NO PROMPT>>
Tony,  I am Iron Patriot...," It tested well with focus groups, alright?"
Tony," So what's really goin' on? With Mandarin. Seriously, can we talk about this guy?"," Listen, War Machine was a little too aggressive, alright? This sends a better message."
Tony, Nine.," It's classified information, Tony. Okay, there have been nine bombings."
Tony," You know I can help, just ask. I got a ton of new tech, I got a prehensile, I got a...I got a new bomb disposal. Catches explosions mid-air."," The public only knows about three. Here's the thing, nobody can ID a device. There's no bomb casings."
Tony, Einstein slept three hours a year. Look what he did?, When's the last time you got a good night's sleep?
Tony, You're gonna come at me like that?," People are concerned about you, Tony. I'm concerned about you."
Tony," If Richard doesn't mind.  You alright with this, Dick?", Do you mind signing my drawing?
Tony,  What's your name?, Fine with me.
Tony," I loved you in A Christmas Story, by the way.", Erin.
Tony," It's not superhero business, I get it."," Listen, the Pentagon is scared. After what happened in New York... aliens, come on. They need to look strong. Stopping the Mandarin is priority, but it's not..."
Tony, That's why I said I...got it.," No, it's not, quite frankly. It's American business."
Tony, I broke the crayon., Are you okay?
